#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 05 18 30 999 99.0 99.0  0.77 16.67  7.71 251 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 19 00 999 99.0 99.0  0.80 15.38  7.07 252 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 19 30 999 99.0 99.0  0.76 14.29  5.69 279 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 20 00 999 99.0 99.0  0.84 14.29  6.22 257 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 20 30 999 99.0 99.0  0.78 14.29  6.11 257 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 21 00 999 99.0 99.0  0.83 14.29  7.06 267 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 21 30 999 99.0 99.0  0.83 15.38  7.88 241 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 22 00 999 99.0 99.0  0.80 14.29  7.49 264 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 22 30 999 99.0 99.0  0.80 13.33  7.38 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 23 00 999 99.0 99.0  0.79 15.38  7.51 248 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 05 23 30 999 99.0 99.0  0.77 15.38  7.63 262 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 06 00 00 999 99.0 99.0  0.76 15.38  8.24 262 9999.0 999.0  15.9 999.0 99.0 99.00
